id,day,checkin,checkout
1363,2017/11/1,2017/11/1 8:55,2017/11/1 19:24
1195,2017/11/1,2017/11/1 8:55,2017/11/1 13:57
1200,2017/11/1,2017/11/1 8:55,2017/11/1 19:22
1313,2017/11/1,2017/11/1 8:55,2017/11/1 20:59
1315,2017/11/1,2017/11/1 8:56,2017/11/1 20:27
1385,2017/11/1,2017/11/1 8:56,2017/11/1 20:34
1460,2017/11/1,2017/11/1 8:56,2017/11/1 18:43
1308,2017/11/1,2017/11/1 8:56,2017/11/1 19:08
1060,2017/11/1,2017/11/1 8:56,2017/11/1 18:18
1319,2017/11/1,2017/11/1 8:56,2017/11/1 19:36
1408,2017/11/1,2017/11/1 8:56,2017/11/1 18:08
1141,2017/11/1,2017/11/1 8:57,2017/11/1 19:41
1300,2017/11/1,2017/11/1 8:57,2017/11/1 18:38
1469,2017/11/1,2017/11/1 8:57,2017/11/1 18:23
1474,2017/11/1,2017/11/1 8:57,2017/11/1 20:34
1494,2017/11/1,2017/11/1 8:58,2017/11/1 18:23
1263,2017/11/1,2017/11/1 8:58,2017/11/1 18:18
1249,2017/11/1,2017/11/1 8:58,2017/11/1 19:08
1464,2017/11/1,2017/11/1 8:58,2017/11/1 20:57
1233,2017/11/1,2017/11/1 8:58,2017/11/1 19:08
1282,2017/11/1,2017/11/1 8:59,2017/11/1 20:23
1458,2017/11/1,2017/11/1 8:59,2017/11/1 20:47
1340,2017/11/1,2017/11/1 8:59,2017/11/1 19:00
1404,2017/11/1,2017/11/1 8:59,2017/11/1 21:55
1176,2017/11/1,2017/11/1 8:59,2017/11/1 18:26
1113,2017/11/1,2017/11/1 8:59,2017/11/1 19:02
1068,2017/11/1,2017/11/1 9:01,2017/11/1 13:47
1283,2017/11/1,2017/11/1 9:07,2017/11/1 20:08
1167,2017/11/1,2017/11/1 9:08,2017/11/1 19:08
1450,2017/11/1,2017/11/1 9:10,2017/11/1 19:39
1126,2017/11/1,2017/11/1 9:10,2017/11/1 19:37
1367,2017/11/1,2017/11/1 9:11,2017/11/1 19:49
1178,2017/11/1,2017/11/1 9:14,2017/11/1 19:09
1301,2017/11/1,2017/11/1 9:16,2017/11/1 19:30
1193,2017/11/1,2017/11/1 9:16,2017/11/1 19:55
1350,2017/11/1,2017/11/1 9:17,2017/11/1 19:54
1281,2017/11/1,2017/11/1 9:19,2017/11/1 18:43
1092,2017/11/1,2017/11/1 9:20,2017/11/1 19:32
1217,2017/11/1,2017/11/1 9:22,2017/11/1 20:39
1422,2017/11/1,2017/11/1 9:22,2017/11/1 21:07
1497,2017/11/1,2017/11/1 9:22,2017/11/1 21:00
1156,2017/11/1,2017/11/1 9:23,2017/11/1 18:49
1231,2017/11/1,2017/11/1 9:23,2017/11/1 19:39
1383,2017/11/1,2017/11/1 9:24,2017/11/1 19:51
1394,2017/11/1,2017/11/1 9:27,2017/11/1 22:21
1275,2017/11/1,2017/11/1 9:28,2017/11/1 18:21
1181,2017/11/1,2017/11/1 9:28,2017/11/1 20:28
1364,2017/11/1,2017/11/1 9:28,2017/11/1 19:05
1151,2017/11/1,2017/11/1 9:28,2017/11/1 21:12
1475,2017/11/1,2017/11/1 9:28,2017/11/1 20:20
1314,2017/11/1,2017/11/1 9:29,2017/11/1 21:34
1332,2017/11/1,2017/11/1 9:30,2017/11/1 20:32
1244,2017/11/1,2017/11/1 9:30,2017/11/1 22:49
1395,2017/11/1,2017/11/1 9:31,2017/11/1 21:06
1219,2017/11/1,2017/11/1 9:32,2017/11/1 20:10
1228,2017/11/1,2017/11/1 9:32,2017/11/1 20:22
1241,2017/11/1,2017/11/1 9:33,2017/11/1 20:15
1150,2017/11/1,2017/11/1 9:33,2017/11/1 21:32
1500,2017/11/1,2017/11/1 9:34,2017/11/1 19:53
1279,2017/11/1,2017/11/1 9:34,2017/11/1 20:23
1058,2017/11/1,2017/11/1 9:34,2017/11/1 22:10
1470,2017/11/1,2017/11/1 9:35,2017/11/1 21:55
1155,2017/11/1,2017/11/1 9:36,2017/11/1 20:38
1355,2017/11/1,2017/11/1 9:36,2017/11/1 19:14
1202,2017/11/1,2017/11/1 9:36,2017/11/1 22:05
1171,2017/11/1,2017/11/1 9:37,2017/11/1 19:15
1401,2017/11/1,2017/11/1 9:37,2017/11/1 19:07
1325,2017/11/1,2017/11/1 9:38,2017/11/1 21:12
1365,2017/11/1,2017/11/1 9:38,2017/11/1 22:27
1338,2017/11/1,2017/11/1 9:39,2017/11/1 20:55
1245,2017/11/1,2017/11/1 9:39,2017/11/1 19:13
1164,2017/11/1,2017/11/1 9:40,2017/11/1 20:40
1444,2017/11/1,2017/11/1 9:40,2017/11/1 20:21
1096,2017/11/1,2017/11/1 9:40,2017/11/1 20:15
1101,2017/11/1,2017/11/1 9:41,2017/11/1 19:05
1333,2017/11/1,2017/11/1 9:41,2017/11/1 19:34
1360,2017/11/1,2017/11/1 9:41,2017/11/1 19:24
1148,2017/11/1,2017/11/1 9:41,2017/11/1 21:17
1311,2017/11/1,2017/11/1 9:42,2017/11/1 20:13
1487,2017/11/1,2017/11/1 9:42,2017/11/1 17:03
1267,2017/11/1,2017/11/1 9:44,2017/11/1 23:05
1130,2017/11/1,2017/11/1 9:44,2017/11/1 16:19
1390,2017/11/1,2017/11/1 9:44,2017/11/1 19:49
1410,2017/11/1,2017/11/1 9:45,2017/11/1 19:13
1361,2017/11/1,2017/11/1 9:45,2017/11/1 15:29
1291,2017/11/1,2017/11/1 9:46,2017/11/1 22:01
1274,2017/11/1,2017/11/1 9:46,2017/11/1 20:32
1411,2017/11/1,2017/11/1 9:46,2017/11/1 19:18
1374,2017/11/1,2017/11/1 9:46,2017/11/1 20:41
1380,2017/11/1,2017/11/1 9:47,2017/11/1 19:00
1079,2017/11/1,2017/11/1 9:47,2017/11/1 23:19
1356,2017/11/1,2017/11/1 9:48,2017/11/1 20:25
1402,2017/11/1,2017/11/1 9:49,2017/11/1 21:07
1304,2017/11/1,2017/11/1 9:49,2017/11/1 20:07
1135,2017/11/1,2017/11/1 9:50,2017/11/1 20:15
1438,2017/11/1,2017/11/1 9:50,2017/11/1 22:25
1297,2017/11/1,2017/11/1 9:51,2017/11/1 19:17
1268,2017/11/1,2017/11/1 9:51,2017/11/1 19:48
1143,2017/11/1,2017/11/1 9:51,2017/11/1 20:23
1445,2017/11/1,2017/11/1 9:51,2017/11/1 21:19
1173,2017/11/1,2017/11/1 9:53,2017/11/1 22:22
1206,2017/11/1,2017/11/1 9:53,2017/11/1 21:28
1434,2017/11/1,2017/11/1 9:53,2017/11/1 19:46
1216,2017/11/1,2017/11/1 9:54,2017/11/1 19:24
1424,2017/11/1,2017/11/1 9:54,2017/11/1 21:52
1175,2017/11/1,2017/11/1 9:54,2017/11/1 21:36
1179,2017/11/1,2017/11/1 9:55,2017/11/1 21:00
1384,2017/11/1,2017/11/1 9:55,2017/11/1 20:20
1421,2017/11/1,2017/11/1 9:55,2017/11/1 20:19
1273,2017/11/1,2017/11/1 9:55,2017/11/1 20:10
1163,2017/11/1,2017/11/1 9:55,2017/11/1 20:37
1381,2017/11/1,2017/11/1 9:55,2017/11/1 19:22
1352,2017/11/1,2017/11/1 9:55,2017/11/1 20:28
1261,2017/11/1,2017/11/1 9:56,2017/11/1 20:02
1194,2017/11/1,2017/11/1 9:56,2017/11/1 20:25
1057,2017/11/1,2017/11/1 9:56,2017/11/1 20:38
1239,2017/11/1,2017/11/1 9:56,2017/11/1 22:36
1284,2017/11/1,2017/11/1 9:56,2017/11/1 22:46
1324,2017/11/1,2017/11/1 9:57,2017/11/1 20:45
1461,2017/11/1,2017/11/1 9:57,2017/11/1 19:53
1465,2017/11/1,2017/11/1 9:57,2017/11/1 19:12
1174,2017/11/1,2017/11/1 9:57,2017/11/1 19:31
1462,2017/11/1,2017/11/1 9:57,2017/11/1 20:15
1376,2017/11/1,2017/11/1 9:59,2017/11/1 21:02
1482,2017/11/1,2017/11/1 9:59,2017/11/1 19:29
1389,2017/11/1,2017/11/1 9:59,2017/11/1 20:05
1478,2017/11/1,2017/11/1 9:59,2017/11/1 19:26
1489,2017/11/1,2017/11/1 9:59,2017/11/1 19:20
1080,2017/11/1,2017/11/1 9:59,2017/11/1 21:10
1290,2017/11/1,2017/11/1 10:05,2017/11/1 19:39
1119,2017/11/1,2017/11/1 10:08,2017/11/1 19:57
1287,2017/11/1,2017/11/1 10:10,2017/11/1 19:10
1059,2017/11/1,2017/11/1 10:26,2017/11/1 19:57
1067,2017/11/1,2017/11/1 12:01,2017/11/1 13:51
1067,2017/11/2,0,0
1007,2017/11/2,0,0
1300,2017/11/2,0,0
1068,2017/11/2,0,0
1209,2017/11/2,0,0
1041,2017/11/2,0,0
1013,2017/11/2,0,0
1370,2017/11/2,2017/11/2 6:21,2017/11/2 17:54
1180,2017/11/2,2017/11/2 6:42,2017/11/2 17:32
1137,2017/11/2,2017/11/2 6:53,2017/11/2 20:18
1140,2017/11/2,2017/11/2 7:03,2017/11/2 18:21
1359,2017/11/2,2017/11/2 7:11,2017/11/2 20:10
1397,2017/11/2,2017/11/2 7:11,2017/11/2 18:15
1253,2017/11/2,2017/11/2 7:11,2017/11/2 17:01
1226,2017/11/2,2017/11/2 7:12,2017/11/2 15:40
1493,2017/11/2,2017/11/2 7:14,2017/11/2 18:08
1102,2017/11/2,2017/11/2 7:17,2017/11/2 19:25
1145,2017/11/2,2017/11/2 7:19,2017/11/2 19:18
1210,2017/11/2,2017/11/2 7:22,2017/11/2 19:36
1342,2017/11/2,2017/11/2 7:25,2017/11/2 18:25
1204,2017/11/2,2017/11/2 7:28,2017/11/2 19:52
1456,2017/11/2,2017/11/2 7:28,2017/11/2 19:18
1431,2017/11/2,2017/11/2 7:30,2017/11/2 17:19
1186,2017/11/2,2017/11/2 7:31,2017/11/2 18:37
1467,2017/11/2,2017/11/2 7:32,2017/11/2 19:25
1484,2017/11/2,2017/11/2 7:34,2017/11/2 20:24
1257,2017/11/2,2017/11/2 7:34,2017/11/2 19:08
1167,2017/11/2,2017/11/2 7:43,2017/11/2 19:19
1307,2017/11/2,2017/11/2 7:47,2017/11/2 19:14
1451,2017/11/2,2017/11/2 7:47,2017/11/2 20:32
1108,2017/11/2,2017/11/2 7:47,2017/11/2 18:18
1124,2017/11/2,2017/11/2 7:48,2017/11/2 18:39
1220,2017/11/2,2017/11/2 7:50,2017/11/2 21:26
1368,2017/11/2,2017/11/2 7:51,2017/11/2 19:03
1498,2017/11/2,2017/11/2 7:53,2017/11/2 18:03
1248,2017/11/2,2017/11/2 7:53,2017/11/2 17:26
1286,2017/11/2,2017/11/2 7:54,2017/11/2 20:19
1327,2017/11/2,2017/11/2 7:54,2017/11/2 18:36
1347,2017/11/2,2017/11/2 7:55,2017/11/2 18:15
1439,2017/11/2,2017/11/2 7:55,2017/11/2 19:38
1255,2017/11/2,2017/11/2 7:57,2017/11/2 17:48
1346,2017/11/2,2017/11/2 7:57,2017/11/2 20:18
1457,2017/11/2,2017/11/2 7:59,2017/11/2 18:17
1293,2017/11/2,2017/11/2 7:59,2017/11/2 21:14
1213,2017/11/2,2017/11/2 7:59,2017/11/2 19:52
1369,2017/11/2,2017/11/2 7:59,2017/11/2 19:16
1252,2017/11/2,2017/11/2 8:01,2017/11/2 18:42
1151,2017/11/2,2017/11/2 8:01,2017/11/2 18:47
1154,2017/11/2,2017/11/2 8:01,2017/11/2 19:10
1127,2017/11/2,2017/11/2 8:03,2017/11/2 19:10
1459,2017/11/2,2017/11/2 8:03,2017/11/2 19:08
1251,2017/11/2,2017/11/2 8:04,2017/11/2 18:23
1142,2017/11/2,2017/11/2 8:08,2017/11/2 21:02
1344,2017/11/2,2017/11/2 8:10,2017/11/2 19:57
1486,2017/11/2,2017/11/2 8:13,2017/11/2 18:56
1330,2017/11/2,2017/11/2 8:13,2017/11/2 19:16
1098,2017/11/2,2017/11/2 8:13,2017/11/2 18:52
1491,2017/11/2,2017/11/2 8:14,2017/11/2 19:24
1254,2017/11/2,2017/11/2 8:14,2017/11/2 22:37
1296,2017/11/2,2017/11/2 8:14,2017/11/2 19:59
1345,2017/11/2,2017/11/2 8:15,2017/11/2 19:29
1104,2017/11/2,2017/11/2 8:16,2017/11/2 19:16
1147,2017/11/2,2017/11/2 8:17,2017/11/2 18:40
1466,2017/11/2,2017/11/2 8:17,2017/11/2 18:47
1207,2017/11/2,2017/11/2 8:19,2017/11/2 19:20
1177,2017/11/2,2017/11/2 8:19,2017/11/2 20:15
1306,2017/11/2,2017/11/2 8:21,2017/11/2 21:08
1351,2017/11/2,2017/11/2 8:22,2017/11/2 19:02
1449,2017/11/2,2017/11/2 8:24,2017/11/2 19:06
1182,2017/11/2,2017/11/2 8:24,2017/11/2 18:43
1349,2017/11/2,2017/11/2 8:25,2017/11/2 20:28
1362,2017/11/2,2017/11/2 8:25,2017/11/2 18:25
1126,2017/11/2,2017/11/2 8:25,2017/11/2 19:25
1125,2017/11/2,2017/11/2 8:25,2017/11/2 21:17
1230,2017/11/2,2017/11/2 8:26,2017/11/2 18:39
1205,2017/11/2,2017/11/2 8:26,2017/11/2 19:11
1265,2017/11/2,2017/11/2 8:26,2017/11/2 18:38
1312,2017/11/2,2017/11/2 8:26,2017/11/2 18:50
1477,2017/11/2,2017/11/2 8:27,2017/11/2 18:34
1348,2017/11/2,2017/11/2 8:27,2017/11/2 21:40
1336,2017/11/2,2017/11/2 8:27,2017/11/2 18:47
1428,2017/11/2,2017/11/2 8:27,2017/11/2 19:03
1496,2017/11/2,2017/11/2 8:28,2017/11/2 22:22
1455,2017/11/2,2017/11/2 8:28,2017/11/2 20:11
1481,2017/11/2,2017/11/2 8:29,2017/11/2 20:10
1483,2017/11/2,2017/11/2 8:30,2017/11/2 18:39
1299,2017/11/2,2017/11/2 8:30,2017/11/2 18:34
1396,2017/11/2,2017/11/2 8:30,2017/11/2 20:44
1106,2017/11/2,2017/11/2 8:32,2017/11/2 19:56
1275,2017/11/2,2017/11/2 8:32,2017/11/2 18:28
1197,2017/11/2,2017/11/2 8:32,2017/11/2 18:20
1406,2017/11/2,2017/11/2 8:32,2017/11/2 19:26
1420,2017/11/2,2017/11/2 8:33,2017/11/2 19:15
1490,2017/11/2,2017/11/2 8:33,2017/11/2 21:02
1246,2017/11/2,2017/11/2 8:34,2017/11/2 19:33
1435,2017/11/2,2017/11/2 8:34,2017/11/2 20:27
1371,2017/11/2,2017/11/2 8:35,2017/11/2 18:19
1399,2017/11/2,2017/11/2 8:36,2017/11/2 19:05
1189,2017/11/2,2017/11/2 8:36,2017/11/2 18:30
1115,2017/11/2,2017/11/2 8:36,2017/11/2 18:28
1134,2017/11/2,2017/11/2 8:36,2017/11/2 20:43
1305,2017/11/2,2017/11/2 8:36,2017/11/2 19:27
1221,2017/11/2,2017/11/2 8:36,2017/11/2 22:15
1480,2017/11/2,2017/11/2 8:37,2017/11/2 18:11
1425,2017/11/2,2017/11/2 8:37,2017/11/2 21:05
1446,2017/11/2,2017/11/2 8:38,2017/11/2 18:25
1087,2017/11/2,2017/11/2 8:39,2017/11/2 18:56
1278,2017/11/2,2017/11/2 8:39,2017/11/2 18:46
1393,2017/11/2,2017/11/2 8:40,2017/11/2 21:00
1129,2017/11/2,2017/11/2 8:41,2017/11/2 19:47
1103,2017/11/2,2017/11/2 8:41,2017/11/2 19:57
1234,2017/11/2,2017/11/2 8:41,2017/11/2 18:20
1277,2017/11/2,2017/11/2 8:42,2017/11/2 20:01
1382,2017/11/2,2017/11/2 8:42,2017/11/2 19:10
1092,2017/11/2,2017/11/2 8:43,2017/11/2 19:23
1471,2017/11/2,2017/11/2 8:43,2017/11/2 20:50
1473,2017/11/2,2017/11/2 8:43,2017/11/2 20:55
1139,2017/11/2,2017/11/2 8:44,2017/11/2 19:09
1388,2017/11/2,2017/11/2 8:44,2017/11/2 19:24
1405,2017/11/2,2017/11/2 8:44,2017/11/2 19:18
1378,2017/11/2,2017/11/2 8:44,2017/11/2 21:04
1423,2017/11/2,2017/11/2 8:45,2017/11/2 18:04
1303,2017/11/2,2017/11/2 8:45,2017/11/2 21:46
1301,2017/11/2,2017/11/2 8:45,2017/11/2 21:10
1170,2017/11/2,2017/11/2 8:45,2017/11/2 19:06
1460,2017/11/2,2017/11/2 8:46,2017/11/2 20:04
1211,2017/11/2,2017/11/2 8:46,2017/11/2 20:35
1169,2017/11/2,2017/11/2 8:46,2017/11/2 21:11
1429,2017/11/2,2017/11/2 8:46,2017/11/2 18:17
1357,2017/11/2,2017/11/2 8:46,2017/11/2 18:02
1110,2017/11/2,2017/11/2 8:47,2017/11/2 18:14
1433,2017/11/2,2017/11/2 8:48,2017/11/2 20:47
1315,2017/11/2,2017/11/2 8:48,2017/11/2 18:39
1314,2017/11/2,2017/11/2 8:49,2017/11/2 20:06
1172,2017/11/2,2017/11/2 8:49,2017/11/2 19:12
1263,2017/11/2,2017/11/2 8:49,2017/11/2 20:00
1313,2017/11/2,2017/11/2 8:49,2017/11/2 19:00
1403,2017/11/2,2017/11/2 8:49,2017/11/2 15:14
1494,2017/11/2,2017/11/2 8:49,2017/11/2 20:32
1404,2017/11/2,2017/11/2 8:49,2017/11/2 17:11
1436,2017/11/2,2017/11/2 8:49,2017/11/2 21:40
1326,2017/11/2,2017/11/2 8:49,2017/11/2 19:14
1475,2017/11/2,2017/11/2 8:50,2017/11/2 19:10
1416,2017/11/2,2017/11/2 8:50,2017/11/2 18:40
1328,2017/11/2,2017/11/2 8:50,2017/11/2 19:07
